firsrt_name,last_name,DOB,height,weight
Cruz,HAYNES,09221960,61,143
Ramon,DAVIDSON,06181942,57,125
Kassandra,ANDREW,01151955,72,152
Vanessa,MACIAS,07241976,63,124
Julia,HARDMAN,09211955,69,142
Rose,LOGSDON,06281943,73,156
Aubrey,HARLOW,06221962,62,127
Lindsey,CLIFTON,01141961,79,172
Hannah,PHAM,07221979,72,162
Darius,SAMPSON,11251977,77,168
Max,CRUZ,10141975,60,122
Ana,WALKER,02151985,60,134
Rodney,SEWARD,09121966,65,125
Veronica,PATTERSON,12101956,72,153
Xavier,HUANG,08241973,62,132
Allen,JORDAN,07191977,65,134
Jane,ESCOBEDO,04101985,75,168
Lizbeth,TAYLOR,07221953,70,141
Izabella,FRANK,06201970,65,121
Crzu,THACKER,09141964,70,146
Grant,NEWELL,05091975,61,122
Eric,ORNELAS,10101979,63,143
Vinkent,PAUL,12311980,66,131
Stella,YAZZIE,08061968,61,116
Justin,BAUM,02051985,62,118
Rowan,HAREDR,05181962,66,136
Taylor,DRUMMOND,02181957,70,153
Calvin,CHILDERS,06011947,68,133
Jamari,VICKERS,05251942,56,113
Colten,NAYLOR,11051963,62,141
Evelyn,BURCHETT,02111974,73,144
Rafael,EAST,07091966,78,154
Leonardo,PARISH,06291944,72,148
Jenna,FORTIN,05041975,74,156
Patricia,WALSH,04261970,57,118
Shane,GILCHRIST,01221955,63,128
Serena,ABNEY,06221961,76,161
Mikayla,WILLIAMSON,03081980,60,119
Sara,CRANE,11221946,71,155
Allison,GREENBERG,06291961,61,121
Luna,KAY,01191954,60,132
Annie,CAHILL,03021969,59,118
Sandra,DRAPER,10281961,77,131
Pedro,GARZA,05091969,67,139
Peter,BURROUGHS,02281984,57,117
Dallas,MCCAIN,04091943,71,146
Maya,PECK,04181966,67,145
Baylee,FAULK,07211965,61,121
Cadence,GOLDSTEIN,05121942,73,158
Kailyn,CHAPA,05081941,55,94
Mario,LAUGHLIN,05091954,69,161
Asia,BACON,09091955,67,156
Seth,KEATON,02191983,75,179
Cash,HEAD,02121959,63,121
Osvaldo,KILLIAN,05161963,61,133
Nikolas,CARUSO,05231949,76,173
Heaven,TOLLIVER,12051969,74,151
