name,DOB,sex,race,height,weight,zip,street,brth_cert_number
Amari CONNELLY,041751,0,2,52,155,23665,2143 NELSON FERRY  ST,259610
Ali CARMICHAEL,072668,0,3,80,169,27906,2706 BRUTON  STREET,622336
Raymond WALTER,070541,0,1,51,91,28684,3499 OLDFIELD  STREET,617336
Sean GANT,121264,0,2,58,113,25267,8524 DYSON  STREET,802863
Julie BONE,020483,0,4,77,155,33396,8694 FORREST  ST,774330
Katie PROCTOR,012659,0,1,73,160,20608,2683 PLAINVIEW  STREET,232056
Ciara GASKINS,032951,0,4,66,166,25793,8945 KINGS  STREET,588428
Mateo VANDYKE,050142,0,1,56,132,23825,7963 DOGWOOD  ST,534790
Sara FORREST,011375,0,3,44,90,31472,9848 KATHRYN  STREET,372641
Dean VALENCIA,010566,0,1,63,127,38363,6460 LAKE  STREET,111478
Felipe BETTS,080349,0,1,64,,36796,1072 CANDLER POINTE  STREET,825905
Valeria PURCELL,060756,0,2,,,32602,4699 WINNONA  STREET,793473
Enrique THAYER,092150,0,1,74,158,22992,2296 SWANTON HILL  ST,227451
Braydon GIPSON,070873,0,1,74,170,28244,2214 THOMAS  ST,622702
Elizabeth CASTILLO,040582,0,1,80,,34724,7172 APPIAN  STREET,394941
Fatima DOWDY,111453,0,4,71,133,38558,9114 2ND  ST,156543
Brooklyn ROWAN,092242,0,1,63,,29220,6487 WILTON  ST,736915
Brielle GROSSMAN,071250,0,3,,130,30183,5251 MELROSE  ST,326925
Dalton BARRETT,080242,0,1,87,155,27209,4540 RUSSELL  ST,493542
Alivia CLARY,032975,0,3,56,131,25779,733 3RD  STREET,157031
Devon DUFF,080456,0,3,84,141,36410,4494 GARDEN  ST,125891
Ezekiel MCWILLIAMS,053066,0,1,71,148,30404,1321 OAK  ST,822517
Camille PHAM,121250,0,1,65,133,20671,5447 MADISON  STREET,562243
Demetrius TATE,101961,0,,70,95,37796,8797 CANDLER  ST,460120
Abraham VANG,070847,0,1,90,164,39496,6227 NEW  ST,798908
Alejandro HOPPER,033170,0,2,67,148,22765,2234 HAMPSHIRE  STREET,526512
Claudia LEVESQUE,090755,0,2,71,139,21640,816 MCDONOUGH  STREET,391610
Natalia ALFARO,122457,0,1,73,173,31274,460 DAVIS  STREET,462020
Madyson NICHOLS,111343,0,4,,132,20101,6069 FORKNER  ST,346974
Rebecca CULP,021962,0,2,56,97,35476,1015 PARKSIDE  ST,125473
Sophie LINDSAY,072246,0,1,,134,21401,1934 WINTER  STREET,775867
Angelique SHEEHAN,091470,0,1,,147,33876,9433 MONTICELLO  STREET,253579
Kailey CHISHOLM,081251,0,2,76,165,25893,7983 BENSON  STREET,245049
Diamond PETTY,121656,0,1,65,,32756,5350 EASTLAND  STREET,184466
Kirsten SCHAFER,022349,0,3,,,30696,1524 GROVE  ST,293932
Diego CLEVENGER,070972,0,3,73,157,27364,9640 ROCKLAND  STREET,475235
Felipe VOGEL,091571,0,4,59,109,22563,7207 JOHNSTON  STREET,649267
Billy WEBER,033180,0,1,,,33003,3011 DYSON  ST,747187
Perla BRENNER,111870,0,1,55,104,25526,8857 EASTLAND  ST,728058
Lillie JOLLY,122180,0,2,,112,20254,9050 RIMINGTON  ST,867645
Bethany LOWE,071753,0,1,58,,32965,2020 CANDLER POINTE  ST,401304
Jaxson FAULK,082548,0,4,75,133,24461,8629 DURAND  ST,791797
Oscar TRAHAN,092485,0,3,,135,30571,5991 BROWER  ST,129381
Charlotte LOPEZ,031164,0,4,,178,28586,6093 GRAYSON  ST,232032
Aniya VARNER,060658,0,2,79,168,39752,6504 ADAMS  STREET,736172
Keith HAINES,012058,0,3,70,,38120,8862 ADAIR  ST,846448
Salvador ELLISON,122270,0,2,,113,34504,3027 CALLAWAY  STREET,820659
Kennedy COLLINS,041684,0,1,53,,39538,8090 MONTGOMERY  ST,408871
Henry CAPPS,031148,0,1,62,,30805,2301 CATHERINE  ST,897053
Jamari BRUNER,020460,0,2,,144,26645,8036 ROBIN  ST,356886
Micah BAEZ,052649,0,2,65,,23209,5655 CHURCH  ST,738405
Kali WALKER,050544,0,2,61,151,27018,4354 POPE  STREET,557501
Ana VENTURA,040564,0,1,54,124,22827,571 HILLDALE  ST,109280
Wendy HOWE,072873,0,3,72,146,28290,8847 LENORE  ST,482755
Meghan RATCLIFF,061374,,3,55,,31388,685 FAIRPARK  ST,396037
Collin BRIDGES,102552,0,3,77,,23990,4299 COLUMBIA  ST,262836
Emilia IRVIN,052149,0,3,75,158,39129,5414 NEW  ST,544528
Zackary GOSS,110785,0,1,67,,31451,5352 TRINITY  STREET,871466
Zoe DICKENS,110958,0,4,,,26638,754 RIMINGTON  STREET,425808
Madyson BLACKMON,121771,0,1,,131,32912,6843 WEEKS  ST,423197
Brynn LYNCH,052346,0,1,66,,20038,9752 HANCOCK  STREET,596676
Cristopher WAKEFIELD,020346,0,1,71,151,31521,790 ELECTRIC  ST,859372
Katherine AGUIRRE,082984,0,3,79,165,34125,8279 ADAMS  STREET,187697
Tucker ROBINETTE,100664,0,2,,162,,,231507
Stephen SLAUGHTER,061050,0,4,48,122,31504,3279 BUCHER  STREET,438799
Aurora MCLEOD,122580,0,1,90,165,31091,3478 GARDEN  ST,668866
Harrison GALVAN,121478,0,2,71,112,26135,7850 HILL  ST,467616
Alec PARR,101778,0,2,56,112,27561,583 WOODLAWN  STREET,467311
Nickolas ANGEL,052369,0,4,92,167,28440,2302 OAKHURST COMMON  ST,785781
Quentin SINGLETON,011642,0,2,77,152,30581,6296 RIDLEY HOWARD  ST,654872
Nicole JOYNER,092164,0,2,84,161,37787,4761 DALEROSE  ST,159322
Caiden REGAN,112042,0,3,,131,25009,6435 CRAIGIE  STREET,672677
Samara LESLIE,010771,0,4,65,150,33317,9005 ATLANTA  ST,729975
Jane DELGADO,021052,0,2,55,108,21560,8128 CHURCH  STREET,221753
Jackson CANNON,022568,0,3,71,148,27288,5849 COLUMBIA  STREET,438447
Felix CLEMONS,061169,0,1,,175,22540,7735 GORDON  STREET,367064
Angelique HENNING,082861,0,4,70,154,30412,9107 GRAYSON  ST,326874
Melissa BOWEN,111842,0,2,94,,23707,7763 PLAINVIEW  ST,452362
Samara DARLING,073073,0,2,59,135,32350,1914 BRUTON  STREET,703602
Javier HOBSON,072544,0,3,52,155,20563,4913 GRAYSON  ST,423974
Genevieve AGUILERA,102855,0,1,65,155,27143,9480 DRIFTWOOD  ST,180350
Tiffany ISAAC,021745,0,1,74,133,39162,2824 COLLEGE  STREET,258989
Autumn VERA,021263,0,4,55,,34633,5696 POPLAR  ST,239447
Gabriel FAUST,080841,0,4,79,168,28422,5788 ROBIN  ST,297816
Sergio PARNELL,020772,0,1,51,124,39356,557 PINEVIEW  ST,234149
Issac HANNAH,062958,0,3,76,182,29464,2510 SYCAMORE RIDGE  STREET,826328
Edward CLOUTIER,032274,0,3,75,123,33595,6818 DEERWOOD  STREET,256616
Chandler BOWEN,031361,0,4,80,,36420,7063 JOHNSON  STREET,149745
Alicia KIRKPATRICK,040676,0,3,66,153,39844,7931 RENFROE  ST,773380
Eleanor MIRANDA,013072,0,4,,135,27205,9910 LANSDOWNE  STREET,502473
Juan OROURKE,031254,0,2,78,187,28553,8495 VIDAL  ST,806206
Mercedes BERG,090279,0,1,,152,33165,1823 LEYDEN  ST,643546
Kyler BUNN,061269,0,4,77,206,37444,2739 MOCKINGBIRD  ST,544992
Jimmy GRUBBS,082866,0,2,57,,24739,4157 OAK  STREET,409968
Valerie PEACOCK,101556,0,4,52,123,38694,6097 AVERY  STREET,596894
Kristina GURLEY,051374,0,3,77,150,37026,4615 MOUNT VERNON  STREET,607452
Alissa CROWLEY,011843,0,4,77,166,34257,4176 HUNTER  STREET,490051
Mallory MOULTON,050549,0,2,,136,,,705333
Edgar CARY,050362,0,2,64,,38108,904 PATE  STREET,709581
Gerardo TRACY,122470,0,1,77,154,30357,5423 GLENN  STREET,717535
Lucia MICHAELS,041861,0,4,69,94,30002,8043 LAREDO  STREET,174716
Conor GERBER,011976,0,2,85,157,21682,6384 2ND  STREET,647844
Emily PERALTA,011556,0,3,73,,31969,3375 GENERAL DELIVERY  ST,742315
Julian MIZE,032041,0,2,56,100,35182,5840 ROYAL  STREET,251367
Cesar AMADOR,092654,0,4,74,140,33206,7534 WILBURN  ST,327503
Nevaeh ROACH,092163,0,1,68,151,21259,6766 GLENLAKE COMMONS  STREET,776319
Kassidy WELLMAN,071278,0,4,79,162,32408,6680 WOODFERN  STREET,770984
Margaret LOPES,092258,0,1,55,148,35794,597 CHELSEA  STREET,757185
Shannon SKINNER,012955,0,2,55,133,20668,2889 FOWLER  ST,418040
Mateo HOLLINS,061441,0,1,60,,35310,1786 CONWAY  ST,809170
Jane MILLARD,040257,0,3,75,157,32136,4554 TWIN OAKS  STREET,250142
Timothy HINES,071558,0,4,53,121,21311,3725 COVENTRY  STREET,210889
Carmen GALE,071361,0,4,,,30927,7158 WINNONA  ST,675765
Jon RAMOS,060250,0,1,66,145,36510,1957 FORREST  ST,635692
Donald DOWELL,091785,0,4,84,157,28529,9250 COTTONWOOD  STREET,321827
Damian PACE,082963,0,3,59,119,24531,179 APPIAN  ST,386259
Imani GORMAN,031355,0,3,62,98,38985,1574 VILLAGE  STREET,881215
Brady GRUBB,102454,0,2,59,120,31114,1492 RUPERT  ST,417248
Talia BACA,092678,0,1,63,141,38029,2633 KATIE KERR  ST,598116
Nicolas BEGAY,071948,0,4,67,120,26344,7418 HILL  ST,316591
Johan BURNETTE,051454,0,1,73,,31115,1627 RENFROE  ST,689758
Ryan MCARTHUR,112742,0,2,,172,24004,7809 POPE  STREET,597688
Emilee GIBSON,081658,0,3,65,190,27354,7691 DEKALB COUNTY COURTHOUSE  ST,751257
Alexander ATKINS,050962,,4,,,25378,6444 WINNONA  STREET,336214
Brianna EZELL,033050,0,1,75,135,31539,733 SYCAMORE RIDGE  ST,133894
Linda SINGER,052441,0,3,62,164,29638,6100 COMMERCE  ST,602060
Logan LOVE,101477,0,3,,,20542,7152 MERRILL  ST,787789
Alex GILLETTE,032553,0,2,50,141,25225,1270 ADAMS  STREET,625342
Annie ZUNIGA,013184,0,3,85,195,38660,7531 PARKSIDE  ST,182732
Marcos AVALOS,070564,0,4,75,169,24611,7015 MIDWAY  STREET,151958
Luca PADILLA,080462,0,2,64,133,25407,3509 BREENS  ST,517325
Keegan HADLEY,032140,0,3,50,131,34123,5954 ROYAL  STREET,754452
Braylon POPE,020382,0,4,55,140,29324,7642 LAMONT  ST,424059
Roberto ROWLAND,071971,0,1,,148,37935,2712 DALEROSE  ST,693534
Courtney MILLS,061756,0,1,57,89,27663,3530 PONCE DE LEON  ST,126377
Rafael VELASCO,091652,0,2,77,,31589,819 CALLAWAY  ST,701219
Darius ULRICH,093080,0,1,,125,34346,6986 LANSDOWNE  STREET,893051
Dulce CABRERA,120248,0,1,,152,33808,211 OAKVIEW  STREET,742812
Colton ELY,041844,0,4,66,156,22823,6352 GREYLOCK  STREET,371114
Max BLOUNT,122376,0,3,65,,28322,3263 MADISON  ST,769499
Maggie GUSTAFSON,083082,0,2,72,150,36035,3424 CHEVELLE  STREET,722598
Brian FROST,100853,0,2,68,97,35351,9280 WILLIAMS  ST,202950
Roman MOLINA,053068,0,2,,165,29080,6284 GREEN  ST,308282
Clayton FLOWERS,111563,0,,61,,27155,9070 ADAMS  ST,119327
Lily CARSON,062564,0,1,60,113,39561,9945 ADAMS  ST,648249
Madyson HUTSON,041955,0,1,,138,26506,9145 PARKWOOD  ST,672151
Jay LARA,032645,0,2,70,111,29629,5673 LAKE  ST,383457
Roy MACKENZIE,041343,0,3,64,,33320,5554 OLE ANSLEY  ST,300426
Ashlynn WASHINGTON,022153,0,3,78,168,34278,2349 FAIRVIEW  STREET,863295
Abby BENTLEY,042975,0,1,65,154,20790,9774 HAROLD BYRD  ST,408147
Chase DOUGLAS,041962,0,1,57,,21486,8602 MCKINNON  ST,601416
Rose ARAGON,102946,0,1,77,200,37202,2348 NORRIS  STREET,120405
Amir GUILLEN,091776,0,1,59,132,28995,6640 OLYMPIC  ST,138436
Aaron WAITE,100545,0,4,63,126,30214,5403 LANSDOWNE  STREET,109669
Kelvin FREE,100447,0,2,55,147,39473,5396 CLAIREMONT  STREET,191452
Ethan REECE,102283,0,,68,114,31791,2193 VILLAGE  ST,737431
Ivan TOLLIVER,072282,0,1,,158,39022,2195 DEKALB INDUSTRIAL  ST,734090
Lacey ADDISON,092968,0,3,68,148,39589,5998 OAKHURST  ST,805922
Armando FITZGERALD,031652,0,4,55,106,36026,8476 DERRYDOWN  ST,333624
Dante FAUST,032576,0,1,58,106,23869,6467 DOUGHERTY  ST,593310
Zoe HERRERA,050980,0,2,56,,33924,4304 CONWAY  STREET,568802
Eli BOX,112951,0,3,63,120,31559,9176 WOODBURY  STREET,744823
Simon MCWILLIAMS,082368,0,3,59,122,28771,3614 DEARBORN  STREET,344745
Bridget LEGGETT,121746,0,4,,156,25436,7670 FOWLER  ST,393138
Anthony WEEMS,043040,0,3,71,,35661,8214 OLDFIELD  ST,531367
Kaylin FOSTER,040864,0,4,,166,34018,1442 GARDEN  STREET,419595
Francesca BOWEN,102658,0,4,,154,27578,855 ROCKLAND  ST,612811
Trinity KEITH,071061,0,1,79,192,30886,877 HUNTER  ST,760575
Lexi PICKERING,080349,,,72,195,37224,3447 HAROLD BYRD  ST,455800
Marco BUCHANAN,032260,0,3,75,131,24331,6566 CHARLESGATE  ST,160461
Genesis TAPIA,122064,0,3,73,,20778,240 HERTFORD  ST,174065
Isiah LOYD,122955,0,2,51,,37241,1587 MADISON  ST,835660
Ricardo GILLIAM,021447,0,4,,135,29270,1187 COLUMBIA  STREET,861633
Terrance CALLAHAN,121570,0,1,,109,26290,9209 PARKWOOD  ST,653623
Santiago COLLIER,082785,0,1,57,121,20158,9748 CLAIREMONT  ST,604940
Serenity HOLMES,031580,0,3,87,130,28429,9685 KIRK CROSSING  STREET,665611
Gerardo SULLIVAN,092377,0,4,,147,29708,1316 MAPLE  STREET,800287
Hannah BOLES,053182,0,4,78,106,33580,3612 NORRIS  ST,207595
Aidan STARKS,032979,0,1,,107,31001,6291 BRUTON  STREET,353570
Emanuel SHELLEY,070965,0,2,77,,38006,4488 BROWER  STREET,730455
Keith DELANEY,059144,0,2,81,107,31535,9232 GARLAND  ST,803911
Nancy PEDERSON,030370,0,3,83,173,36255,2404 POPLAR  STREET,473217
Eduardo COLBY,031344,0,1,71,117,,,528972
Noe BLACK,020278,0,2,73,172,22553,1720 WOODBURY  STREET,237939
Alexander POWELL,033064,0,3,67,134,29735,6283 LAREDO  ST,601105
Tyson GRANGER,080645,0,4,60,113,32378,7145 BARRY  STREET,362332
Alivia LEE,041453,0,2,91,147,22801,6284 DAVIS  STREET,532250
Jayden LEWIS,030653,0,3,,153,38777,8357 MCKOY  STREET,440126
Jonah CHAPA,111267,0,2,52,,28841,3186 GROVEMONT  STREET,560203
Dennis MOULTON,080179,0,3,,133,30211,4371 MISSIONARY  ST,571645
Tanner HAWK,103043,0,2,,,25040,8209 FAIRFIELD  ST,554833
Ryan CASTLE,092759,0,1,,100,33160,483 WOODBURY  STREET,102686
Jaden FRASER,060376,0,1,,167,34951,348 COURT  STREET,113182
Hunter LOGAN,100754,0,4,52,132,23808,9455 NELSON FERRY  ST,460650
Mackenzie JACOBSEN,040371,0,4,70,130,27002,4091 MICHIGAN  STREET,802793
Conner SEWELL,042753,0,4,85,,30426,4895 PHARR  ST,488115
Ryan VILLARREAL,121941,0,4,71,173,25408,7544 DYSON  ST,599341
Micheal HAMMONS,031649,0,2,51,131,32629,5700 MCCLEAN  ST,167520
Kira RICH,050256,0,1,62,,33757,8267 COURT  STREET,424450
Gerardo MCMILLAN,092045,0,3,69,137,20621,2209 MCCLEAN  ST,723697
Evan CHRISTOPHER,121483,0,4,79,,39665,4008 CANDLER GROVE  STREET,872544
Kyleigh BENITEZ,091444,0,2,73,189,35025,3563 MCKOY  STREET,440362
Kassidy BAUGHMAN,092447,0,1,75,140,29860,9084 CHELSEA  ST,176844
Victor CALDERON,020655,0,4,87,,23342,4551 KIRK  ST,589233
Jacob WILDER,021482,0,2,64,,26222,5269 GARDEN  ST,130729
Grayson CALHOUN,072242,0,1,60,148,34504,4778 JEFFERSON SQUARE  STREET,389021
Franklin WILSON,102980,0,4,71,153,38807,535 KINGS  ST,826127
Kathryn ROBINSON,011881,0,2,72,146,31680,4064 PINECREST  ST,138007
Erin SEWARD,082862,0,4,49,115,20851,7325 DURAND FALLS  STREET,522445
Hannah ELDER,010151,0,3,68,99,32990,8557 MANOR  STREET,658580
Amelia REA,061370,0,3,64,152,39906,6088 KIRK CROSSING  STREET,805153
Miles HOSKINS,072769,0,1,88,168,35823,1430 COLLEGE  ST,531419
Brodie BUTLER,050954,0,4,76,,25209,8120 HUNTER  STREET,335547
Kimberly SMALLWOOD,031250,0,2,,139,22923,456 TRINITY  STREET,712766
Miley BATTS,011884,0,1,69,,28859,9908 PINEVIEW  STREET,181270
Vanessa CAIN,071674,0,2,76,,32815,824 CHARLESTON OAKS  ST,879766
Maddison KLINE,081058,0,3,,131,29226,4510 CHESTER  STREET,603272
Elise PHILLIPS,081050,0,4,,,39716,1633 OAKHURST  STREET,534513
Ruth WILKERSON,053144,0,1,,,36402,6239 CLARION  STREET,889312
Caitlyn DRUMMOND,021565,0,4,52,107,28258,6288 DURAND  STREET,599256
Kirsten DALEY,071469,0,2,59,,30425,4982 ROYAL PATH  STREET,791902
Ismael ROSE,042579,0,4,58,148,33452,9862 VILLA  STREET,348695
Alivia NUNEZ,012349,0,4,64,,24582,5535 CHIEF MATTHEWS  STREET,572673
Kristian ECKERT,042554,0,4,77,210,26048,9056 TRINITY  ST,233541
Naomi SPURLOCK,090741,0,2,,,34749,3116 HERTFORD  STREET,150114
Natalia LOZANO,021152,0,5,,114,21522,9149 DERRYDOWN  ST,221824
Nicolas JENSEN,031969,0,4,47,127,24751,7673 WOODBURY  ST,868845
Chase WREN,080460,0,2,57,119,35538,8725 POPLAR LANE  ST,280533
Rylie BONE,060164,0,3,68,164,32285,2166 BREENS  ST,839003
Meredith AYALA,033055,0,3,56,84,38670,6544 JOHNSTON  ST,230655
Aileen PICKENS,080964,0,2,62,103,27570,9789 CATHERINE  STREET,435372
Delilah PLUMMER,112342,0,4,67,140,39498,3070 LAMONT  STREET,867269
Manuel COCHRAN,021874,0,3,56,,34780,5713 HUNTER  STREET,766049
Wyatt ELLER,101880,0,3,65,185,22712,4273 PONCE DE LEON  STREET,663555
Dorian CHOATE,032264,0,1,69,161,34205,437 LANSDOWNE  ST,818671
Dominick DYER,021448,0,1,64,134,34334,2374 GLENLAKE COMMONS  ST,260091
Bianca DODSON,101950,0,3,79,125,22196,7590 CALLAWAY  STREET,569156
Makenzie CHIN,123165,0,3,,145,37938,366 RENFROE  ST,807639
Louis IVY,031060,0,3,51,,33917,489 CHARLESTON OAKS  STREET,804842
Harrison VIDAL,062873,0,2,,113,31866,3527 PENSDALE  STREET,296788
Raquel MAHER,012158,0,2,73,,27199,2927 WEEKS  STREET,373232
Jenna BLOUNT,022365,0,3,77,179,36101,6705 SCOTT  ST,502085
Deandre OCONNELL,100175,0,1,,,20617,2878 5TH  STREET,502484
Leila GENTRY,040258,0,4,73,150,30531,4459 DRIFTWOOD  ST,836026
Willow SILVA,062163,0,1,87,,36651,6606 AVERY  ST,636299
Elias DOWNS,082465,0,3,,98,36635,2049 DYSON  ST,727973
Aldo ACKER,071353,0,4,57,104,28104,1509 TALLEY  STREET,326407
Taylor CARMICHAEL,101347,0,3,64,115,23992,7306 GARDEN  STREET,190324
Hector BARON,010454,0,1,65,132,32627,1338 GREYLOCK  ST,494260
Lillian BYRD,091745,0,1,71,,31833,6707 RIO  STREET,355149
Jeffery LONDON,061365,0,2,71,172,29721,3601 GREEN  ST,890767
Marcus MALLOY,062340,0,2,56,148,30637,428 OLYMPIC  ST,792781
Jay NICKERSON,072369,0,3,77,162,36876,8104 EVANS  ST,890768
Erica ROMERO,030170,0,1,,,39749,9011 FITZGERALD  STREET,887891
Peyton BRADY,062361,0,1,53,127,23560,6975 PARKSIDE  ST,437940
Mariah RAPP,121141,0,3,54,107,39336,4518 FAIRVIEW  STREET,667600
iWlliam DUDLEY,052564,0,2,60,131,38272,231 RIDLEY HOWARD  STREET,372737
Anna KIRK,010143,0,2,69,115,36622,3643 NEW  STREET,797382
Mackenzie HIDALGO,011362,0,1,64,115,34424,953 ANSLEY  ST,481064
Esther BURTON,042882,0,2,81,,25275,9181 2ND  ST,259982
Lance LAMBERT,012271,0,3,,123,31814,7801 MEAD  STREET,517699
Jay NIELSEN,031148,0,4,77,162,30222,8472 ASHFIELD  ST,472628
Maxwell BURRELL,123074,0,3,65,,39588,5745 MOUNT VERNON  STREET,378375
Leslie BUFORD,030582,0,1,62,,22866,5796 MAXWELL  ST,110859
Lilly HOPKINS,071047,0,3,48,,38831,8934 KNOB HILLS  STREET,741192
Miranda WOODY,101256,0,2,88,141,26044,706 ARBOR WAY  ST,654017
Joselyn GILLEY,090264,0,2,60,,29635,6835 OLYMPIC  ST,183383
Sergio SEWARD,111143,0,4,67,101,34682,6728 HAROLD BYRD  ST,425487
Miguel COOPER,051169,0,4,72,155,34836,9932 OAK  ST,308420
Presley GREENFIELD,082973,0,3,59,168,23711,3771 NEW  ST,279115
Victor CHASE,022669,0,2,78,129,33173,8487 CHEWNING  ST,689513
Colton HARRISON,041644,0,4,65,,34089,7941 OAKVIEW  ST,217772
Christopher COWART,091040,0,1,82,156,25137,8742 PHARR  ST,124784
Jaden LINDER,020975,0,3,59,,20905,8595 HOWARD  ST,242238
Hudson NEELY,061273,0,3,67,161,39370,1912 WILBURN  STREET,229959
Ismael GRAHAM,111652,0,4,91,,31214,2188 SWANTON HILL  STREET,467236
Jacqueline COTTON,082164,0,4,64,107,37869,9650 DOUGHERTY  ST,218274
Leslie COLLAZO,100468,0,2,,144,39063,4810 SPRINGDALE  ST,897603
Avery HOLLIDAY,061165,0,3,70,135,24860,2929 JEFFERSON SQUARE  ST,288178
Sage MAULDIN,090954,0,4,85,141,33660,5605 VILLA  ST,834503
Felix FINK,033070,0,1,57,139,28692,2110 MADISON  STREET,793832
Michaela GARVIN,030540,0,3,66,140,25917,6831 FAIRVIEW  ST,131935
Keegan WHITEHEAD,013069,0,2,78,177,30504,2055 MOUNTAIN VIEW  STREET,173765
Marcus WILLS,111154,0,1,63,,24692,6950 OLYMPIC  STREET,686226
Cadence MCGOVERN,043041,0,1,,135,28926,2516 WOODBURY  STREET,722887
Mauricio BAER,111862,0,4,63,124,32749,5418 PARK  ST,189096
Cash NELSON,110563,0,4,,114,21313,5691 LUCERNE  STREET,123938
Brennan DODGE,071682,0,3,54,123,21479,5679 KATHRYN  ST,618581
Enrique WHITT,062859,0,4,51,125,26759,911 ROBIN  ST,463902
Patricia JAMES,111940,0,2,67,143,36571,5125 FELD  STREET,530454
Ernesto NORWOOD,120848,0,2,67,146,32719,3693 SPRING  ST,179044
Isaiah LADD,112644,0,1,74,,30221,3421 SPRING  ST,204629
Nelson REYNA,111253,0,1,49,82,,,764808
Hanna HENDRIX,081742,0,4,68,150,38692,4088 WHEATFIELDS  STREET,272620
Braylon SINGH,092277,0,1,,108,36852,3018 BROWN  ST,626058
Axel GOLDMAN,012149,0,2,67,123,34057,7190 1ST  STREET,112482
Jeremy BACON,041540,0,4,,,28378,5741 VIDAL  ST,474113
Julian LIN,090648,0,4,83,150,35712,5298 ANSLEY  STREET,379333
Franklin EARL,092467,0,3,,,33892,1999 GRAYSON  ST,198002
Carolina MCGOVERN,030865,0,2,,129,29562,1192 WOODLAND  ST,891051
Cadence SHOCKLEY,082472,0,1,85,127,26524,5768 PARK  STREET,696774
Landyn CARY,102266,0,3,,105,38967,6437 BUCHER  STREET,795416
Kaelyn CRISP,010842,0,4,51,150,30738,4164 KIRK  STREET,132133
Laila THURMAN,110745,0,1,79,,33786,692 ASHFIELD  STREET,575725
Angel TROUT,021470,0,1,,132,21821,8213 FENWAY  STREET,617035
Bailey NIETO,021083,0,3,50,,27274,6684 POPE  ST,830886
Hanna FITCH,051059,0,4,65,127,29721,6106 BREENS  ST,204784
Ruben ELIAS,111558,0,3,61,132,29999,7938 SAMS  STREET,845254
Talon ROMO,092348,0,1,,,35331,8822 HEATHERDOWN  STREET,274488
Mallory LIND,100743,0,3,65,,37422,7433 HORIERIC  STREET,787677
Cody BURCH,101149,0,4,,113,31911,8320 JOHNSON  ST,858291
Kylee SPEER,082045,0,4,76,174,33525,5981 CREEKWOOD  STREET,225594
Marissa DALTON,101855,0,1,,144,26329,6836 HEATHERDOWN  ST,814357
Jayden CLINTON,072877,0,3,44,118,39060,7761 COLLEGE  STREET,821853
Amya BARBEE,071672,0,3,73,,37727,2759 IRVIN  STREET,666605
Heather ELDER,072851,0,3,,139,29181,2675 EMERSON  ST,762436
Oliver DAILEY,082654,0,1,79,171,36511,522 INMAN  ST,474571
Walker SEAMAN,051057,0,4,77,126,22567,6563 FRANKLIN  STREET,143134
Viviana FINCH,101370,0,1,58,127,37794,2768 CHARLESGATE  ST,785106
Rafael MORELAND,032357,0,2,59,158,27918,4248 PENSDALE  STREET,675499
Cameron CUMMINS,052782,0,4,,110,30162,7014 VILLAGE WALK  STREET,410683
Cody WELDON,061555,0,1,79,144,39553,5727 SYCAMORE  ST,880425
Shayla LIM,081683,0,4,72,146,20213,5299 RIDGELAND  STREET,285824
Ronald JUNG,121065,0,4,61,122,26936,323 INMAN  STREET,180188
Gabriella GRIFFIN,030868,0,2,74,,24146,8371 SYCAMORE RIDGE  ST,104377
Edgar BRUNSON,061142,0,3,,124,37969,1379 KIRK CROSSING  STREET,263093
Reid WINSTEAD,052165,0,2,74,,30880,6345 WILBURN  ST,697064
Meredith BENTON,051984,0,1,67,135,21327,8930 EVANS  ST,575541
Elliot BERNAL,082854,0,1,69,145,36729,2465 HEATON PARK  ST,659946
Robert VINES,062170,0,4,,129,34182,7396 EVANS  STREET,822194
Weston KOHLER,051982,0,4,60,111,20535,3188 DEKALB INDUSTRIAL  ST,403517
Theodore HINSON,083149,0,4,71,151,37132,6208 LAMONT  STREET,894121
Kendall BENITEZ,071779,0,3,65,186,27009,3574 CLARION  STREET,417179
Brenna LEMON,100783,0,1,79,,34043,5467 MELROSE  STREET,578480
Emanuel MCNEILL,042555,0,4,57,118,37172,2462 ELECTRIC  ST,613611
Gage WOODY,091561,0,4,,113,21051,589 REGAL PATH  STREET,619428
Asher MICHAELS,042646,0,4,75,,23739,4025 SPRINGDALE  ST,160847
Leo GILLESPIE,013170,0,3,67,,36014,6086 KNOB HILLS  ST,578279
Kelsey NORRIS,052552,0,1,66,,22426,8631 KINGS  ST,196751
Jared BLAKELY,112377,0,3,73,,29869,8385 VILLAGE WALK  ST,450796
Juliana OROZCO,083082,0,3,75,131,32694,9757 WOODLAWN  STREET,419411
Heaven WHITTEN,051376,0,3,55,112,25284,6392 OAKHURST  ST,368987
Dillon KAY,052250,0,1,77,123,39238,2972 SHADOWMOOR  STREET,778669
Danny ALFARO,020758,0,1,,169,24392,9581 WHEATFIELDS  ST,581062
Kali PALMER,082268,0,4,61,117,32919,499 HEATON PARK  ST,537248
Rowan HENSON,061757,0,2,58,114,21951,3826 DYSON  ST,706057
Marley HOSKINS,020877,0,1,60,113,23046,612 MCCLEAN  ST,723940
Reid SIEGEL,111447,0,4,,131,36644,3354 BARRY  ST,106359
Sidney ROSENBERG,082476,0,2,56,,26030,6565 KINGS  ST,300499
Jamari WEINER,050366,0,2,70,138,30547,4879 CLAIRMONT  ST,646945
Samantha MOELLER,081840,0,4,66,144,21510,4710 MIDWAY  STREET,330624
