firsrt_name,last_name,DOB,sex,race,height,weight,ZIP,street,defect_code
Melvin,WORKMAN,01301943,0,4,79,,21465,2939 SWANTON  ST,222,
Axel,HAND,04111951,0,4,73,166,21222,4244 VILLAGE  ST,278,
Daniel,LAYTON,01011984,0,1,70,,24664,8153 BREENS  STREET,284,
Miguel,NORTH,10241950,0,3,65,111,38465,3727 TRINITY  ST,214,
Grady,BLOOM,12051963,0,4,56,,29787,1703 WILBURN  ST,427,
Alissa,ABRAHAM,11051955,0,3,58,104,25530,1834 AVERY  ST,146,
Mallory,SHEARER,06051978,0,2,72,159,32242,9283 OAKHURST  ST,316,
Morgan,YOUNGBLOOD,12191952,0,4,67,165,25547,1438 RIDLEY  STREET,199,
Kingston,SHIPMAN,08051972,0,2,69,163,33399,5372 WOODLAND  STREET,139,
Aden,ROWE,03221975,0,4,64,132,36664,678 LEYDEN  ST,255,
Amari,CONNELLY,04171951,0,2,,131,24536,1845 CHARLESTON OAKS  ST,345,
Ali,CARMICHAEL,07261968,0,3,79,,27906,2706 BRUTON  STREET,207,
Raymond,WALTER,07051941,0,1,59,112,28684,3499 OLDFIELD  STREET,137,
Sean,GANT,12121964,0,2,58,90,25267,8524 DYSON  STREET,126,
Julie,BONE,02041983,0,4,,,27011,9173 DYSON  ST,187,
Katie,PROCTOR,01261959,0,1,73,147,20608,2683 PLAINVIEW  STREET,257,
Ciara,GASKINS,03291951,0,4,70,139,25793,8945 KINGS  STREET,234,
Mateo,VANDYKE,05011942,0,1,56,101,23825,7963 DOGWOOD  ST,366,
Sara,FORREST,01131975,0,3,55,128,26990,6967 WIMBERLY  STREET,318,
Dean,VALENCIA,01051966,0,1,,122,21573,6361 VIDAL  STREET,322,
Felipe,BETTS,08031949,0,1,64,137,36796,1072 CANDLER POINTE  STREET,415,
Valeria,PURCELL,06071956,0,2,62,115,32602,4699 WINNONA  STREET,210,
Enrique,THAYER,09211950,0,1,74,,22992,2296 SWANTON HILL  ST,280,
Braydon,GIPSON,07081973,0,1,75,151,28244,2214 THOMAS  ST,149,
Elizabeth,CASTILLO,04051982,0,1,67,132,23887,9521 LENORE  ST,450,
Fatima,DOWDY,11141953,0,4,71,114,38558,9114 2ND  ST,425,
Brooklyn,ROWAN,09221942,0,1,63,128,29220,6487 WILTON  ST,320,
Brielle,GROSSMAN,07121950,0,3,59,133,25223,497 FENWAY  ST,321,
Dalton,BARRETT,08021942,0,1,78,124,29149,6033 FORREST  ST,134,
Alivia,CLARY,03291975,0,3,61,,25779,733 3RD  STREET,157,
Devon,DUFF,08041956,0,3,,166,36410,4494 GARDEN  ST,399,
Ezekiel,MCWILLIAMS,05301966,0,1,71,148,30404,1321 OAK  ST,303,
Camille,PHAM,12121950,0,1,,,20671,5447 MADISON  STREET,474,
Demetrius,TATE,10191961,0,4,,,37796,8797 CANDLER  ST,342,
Abraham,VANG,07081947,0,1,76,,39496,6227 NEW  ST,116,
Alejandro,HOPPER,03311970,0,2,,,22765,2234 HAMPSHIRE  STREET,438,
Claudia,LEVESQUE,09071955,0,2,70,159,21640,816 MCDONOUGH  STREET,140,
Natalia,ALFARO,12241957,0,1,,122,24199,6211 HILLMONT  STREET,466,
Madyson,NICHOLS,11131943,0,4,77,145,20101,6069 FORKNER  ST,478,
Rebecca,CULP,02191962,0,2,56,,31612,7767 PENSDALE  ST,452,
Sophie,LINDSAY,07221946,0,1,,132,34881,362 IRVIN  STREET,472,
Angelique,SHEEHAN,09141970,0,1,,148,33876,9433 MONTICELLO  STREET,277,
Kailey,CHISHOLM,08121951,0,2,79,165,25893,7983 BENSON  STREET,218,
Diamond,PETTY,12161956,0,1,59,91,37555,7391 TALLEY  ST,221,
Kirsten,SCHAFER,02231949,0,3,79,158,39784,7617 DEARBORN  STREET,102,
Diego,CLEVENGER,07091972,0,3,73,136,27364,9640 ROCKLAND  STREET,244,
Felipe,VOGEL,09151971,0,4,62,,22563,7207 JOHNSTON  STREET,400,
Billy,WEBER,03311980,0,1,67,144,33003,3011 DYSON  ST,377,
Perla,BRENNER,11181970,0,1,,,25526,8857 EASTLAND  ST,487,
Lillie,JOLLY,12211980,0,2,,97,23204,8060 HAMPSHIRE  ST,415,
Bethany,LOWE,07171953,0,,58,120,32965,2020 CANDLER POINTE  ST,269,
Jaxson,FAULK,08251948,0,4,75,167,24461,8629 DURAND  ST,307,
Oscar,TRAHAN,09241985,0,3,,,30571,5991 BROWER  ST,219,
Charlotte,LOPEZ,03111964,0,4,75,,28586,6093 GRAYSON  ST,327,
Aniya,VARNER,06061958,0,2,79,184,39752,6504 ADAMS  STREET,427,
Keith,HAINES,01201958,0,3,,,38120,8862 ADAIR  ST,490,
Salvador,ELLISON,12221970,0,2,68,135,21411,2150 HERTFORD  ST,148,
Kennedy,COLLINS,04161984,0,1,62,,29011,4053 FORREST  STREET,418,
Henry,CAPPS,03111948,0,1,62,,30805,2301 CATHERINE  ST,210,
Jamari,BRUNER,02041960,0,2,,,38128,4810 LENORE  ST,423,
Micah,BAEZ,05261949,0,2,65,134,23209,5655 CHURCH  ST,221,
Kali,WALKER,05051944,0,2,73,144,28973,4253 MADISON  ST,122,
Ana,VENTURA,04051964,0,1,56,,31450,8972 MAEDIRIS  STREET,455,
Wendy,HOWE,07281973,0,3,72,173,28290,8847 LENORE  ST,236,
Meghan,RATCLIFF,06131974,0,3,,92,31388,685 FAIRPARK  ST,186,
Collin,BRIDGES,10251952,0,3,77,,28999,5516 WOODLAND  STREET,237,
Emilia,IRVIN,05211949,0,3,78,158,39129,5414 NEW  ST,303,
Zackary,GOSS,11071985,0,1,67,129,24227,1933 NEW  STREET,228,
Zoe,DICKENS,11091958,0,4,,,28829,4400 GREENWOOD  ST,452,
Madyson,BLACKMON,12171971,0,1,76,138,32912,6843 WEEKS  ST,190,
Brynn,LYNCH,05231946,0,1,,162,25118,9779 RENFROE  STREET,191,
Cristopher,WAKEFIELD,02031946,0,1,69,119,31521,790 ELECTRIC  ST,481,
Katherine,AGUIRRE,08291984,0,3,74,164,39943,1119 PHARR  ST,155,
Tucker,ROBINETTE,10061964,0,2,,134,,,178,
Stephen,SLAUGHTER,06101950,0,4,61,122,31504,3279 BUCHER  STREET,185,
Aurora,MCLEOD,12251980,0,1,76,132,31091,3478 GARDEN  ST,310,
Harrison,GALVAN,12141978,0,2,71,151,25544,5477 BROWER  STREET,394,
Alec,PARR,10171978,0,2,56,112,27561,583 WOODLAWN  STREET,314,
Nickolas,ANGEL,05231969,0,4,,183,28440,2302 OAKHURST COMMON  ST,215,
Quentin,SINGLETON,01161942,0,2,77,,30581,6296 RIDLEY HOWARD  ST,113,
Nicole,JOYNER,09211964,0,2,77,,21242,5547 LANDOVER  ST,464,
Caiden,REGAN,11201942,0,3,70,125,33479,2111 ADAMS  ST,464,
Samara,LESLIE,01071971,0,4,65,106,33317,9005 ATLANTA  ST,285,
Jane,DELGADO,02101952,0,2,58,135,36720,4273 HICKORY  ST,162,
Jackson,CANNON,02251968,0,3,71,152,27288,5849 COLUMBIA  STREET,237,
Felix,CLEMONS,06111969,0,1,76,210,,,262,
Angelique,HENNING,08281961,0,4,70,,30202,1927 PINECREST  STREET,376,
Melissa,BOWEN,11181942,0,2,79,,20451,7359 ROBIN  ST,362,
Samara,DARLING,07301973,0,2,59,135,32350,1914 BRUTON  STREET,455,
Javier,HOBSON,07251944,0,3,,,20563,4913 GRAYSON  ST,415,
Genevieve,AGUILERA,10281955,0,1,78,169,28002,5319 NORRIS  ST,134,
Tiffany,ISAAC,02171945,0,1,62,136,39162,2824 COLLEGE  STREET,100,
Autumn,VERA,02121963,0,4,55,126,28896,5824 OLDFIELD  STREET,116,
Gabriel,FAUST,08081941,0,4,79,201,37934,2747 JACKSON  ST,335,
Sergio,PARNELL,02071972,0,1,61,,39356,557 PINEVIEW  ST,370,
Issac,HANNAH,06291958,0,3,76,196,35217,4075 WILBURN  ST,319,
Edward,CLOUTIER,03221974,0,3,63,98,24366,8496 COURT  STREET,107,
Chandler,BOWEN,03131961,0,4,,152,36420,7063 JOHNSON  STREET,108,
Alicia,KIRKPATRICK,04061976,0,3,,,39844,7931 RENFROE  ST,269,
Eleanor,MIRANDA,01301972,0,4,,,25967,5783 CHESTER  ST,298,
Juan,OROURKE,03121954,0,2,,182,28553,8495 VIDAL  ST,485,
Mercedes,BERG,09021979,0,1,64,152,33165,1823 LEYDEN  ST,293,
Kyler,BUNN,06121969,0,4,77,206,37444,2739 MOCKINGBIRD  ST,155,
Jimmy,GRUBBS,08281966,0,2,57,,20056,2590 POWELL  STREET,190,
Valerie,PEACOCK,10151956,0,4,65,,38694,6097 AVERY  STREET,478,
Kristina,GURLEY,05131974,0,3,77,150,37026,4615 MOUNT VERNON  STREET,264,
Alissa,CROWLEY,01181943,0,4,77,,31141,6127 MIDWAY  STREET,369,
Mallory,MOULTON,05051949,0,2,67,125,,,172,
Edgar,CARY,05031962,0,2,64,158,32192,4852 MCKOY  ST,184,
Gerardo,TRACY,12241970,0,1,77,135,29756,4856 GENEVA  STREET,398,
Lucia,MICHAELS,04181961,0,4,61,140,30002,8043 LAREDO  STREET,277,
Conor,GERBER,01191976,0,2,73,157,21682,6384 2ND  STREET,244,
Emily,PERALTA,01151956,0,3,73,,37997,9652 SYCAMORE  ST,226,
Julian,MIZE,03201941,0,2,56,105,35182,5840 ROYAL  STREET,316,
Cesar,AMADOR,09261954,0,4,74,112,33206,7534 WILBURN  ST,357,
Nevaeh,ROACH,09211963,0,1,68,120,21259,6766 GLENLAKE COMMONS  STREET,311,
Kassidy,WELLMAN,07121978,0,4,79,,32408,6680 WOODFERN  STREET,230,
Margaret,LOPES,09221958,0,1,,124,35794,597 CHELSEA  STREET,171,
Shannon,SKINNER,01231956,0,2,,141,20668,2889 FOWLER  ST,320,
Mateo,HOLLINS,06141941,0,1,57,,35310,1786 CONWAY  ST,237,
Jane,MILLARD,04021957,0,3,,149,33205,6625 CARTER  ST,317,
Timothy,HINES,07151958,0,4,61,150,21311,3725 COVENTRY  STREET,373,
Carmen,GALE,07131961,0,4,69,,30927,7158 WINNONA  ST,399,
Jon,RAMOS,06021950,0,1,66,141,36510,1957 FORREST  ST,305,
Donald,DOWELL,09171985,0,4,,157,37319,1923 OAKHURST  ST,281,
Damian,PACE,08291963,0,3,59,116,39939,4379 VILLAGE  ST,358,
Imani,GORMAN,03131955,0,3,,120,38985,1574 VILLAGE  STREET,123,
Brady,GRUBB,10241954,0,2,61,120,31114,1492 RUPERT  ST,266,
Talia,BACA,09261978,0,1,63,141,38029,2633 KATIE KERR  ST,465,
Nicolas,BEGAY,07191948,0,4,56,,39678,1819 WILTSHIRE  STREET,147,
Johan,BURNETTE,05141954,0,1,73,130,31115,1627 RENFROE  ST,128,
Ryan,MCARTHUR,11271942,0,2,77,155,34411,475 PLAINVIEW  ST,182,
Emilee,GIBSON,08161958,0,3,,159,31550,752 WESTCHESTER  ST,329,
Alexander,ATKINS,05091962,0,4,59,127,25378,6444 WINNONA  STREET,461,
Brianna,EZELL,03301950,0,1,63,119,31539,733 SYCAMORE RIDGE  ST,451,
Linda,SINGER,05241941,0,3,,164,29638,6100 COMMERCE  ST,145,
Logan,LOVE,10141977,0,3,69,146,20542,7152 MERRILL  ST,443,
Alex,GILLETTE,03251953,0,2,62,141,25225,1270 ADAMS  STREET,268,
Annie,ZUNIGA,01311984,0,3,,163,38660,7531 PARKSIDE  ST,482,
Marcos,AVALOS,07051964,0,4,,202,38051,5127 NELSON FERRY  STREET,462,
Luca,PADILLA,08041962,0,2,64,116,25407,3509 BREENS  ST,417,
Keegan,HADLEY,03211940,0,3,60,123,34123,5954 ROYAL  STREET,229,
Braylon,POPE,02031982,0,4,67,140,29324,7642 LAMONT  ST,449,
Roberto,ROWLAND,07191971,0,1,71,177,38337,6929 MIDWAY  STREET,138,
Courtney,MILLS,06171956,0,1,,88,27663,3530 PONCE DE LEON  ST,261,
Rafael,VELASCO,09161952,0,2,77,166,31589,819 CALLAWAY  ST,109,
Darius,ULRICH,09301980,0,1,73,,37001,9790 SUPERIOR  ST,420,
Dulce,CABRERA,12021948,0,1,62,129,33808,211 OAKVIEW  STREET,445,
Colton,ELY,04181944,0,4,77,117,22823,6352 GREYLOCK  STREET,280,
Max,BLOUNT,12231976,0,3,65,100,30202,3918 SUPERIOR  STREET,453,
Maggie,GUSTAFSON,08301982,0,2,72,128,36035,3424 CHEVELLE  STREET,351,
Brian,FROST,10081953,0,2,60,117,35351,9280 WILLIAMS  ST,247,
Roman,MOLINA,05301968,0,2,75,165,33882,8967 JEFFERSON SQUARE  ST,261,
Clayton,FLOWERS,11151963,0,2,61,148,27155,9070 ADAMS  ST,445,
Lily,CARSON,06251964,0,1,59,135,39561,9945 ADAMS  ST,182,
Madyson,HUTSON,04191955,0,1,,,30797,8919 RIDLEY HOWARD  ST,421,
Jay,LARA,03261945,0,2,,142,29629,5673 LAKE  ST,394,
Roy,MACKENZIE,04131943,0,3,64,128,33320,5554 OLE ANSLEY  ST,365,
Ashlynn,WASHINGTON,02211953,0,3,78,196,34278,2349 FAIRVIEW  STREET,283,
Abby,BENTLEY,04291975,0,1,65,,23120,1035 WALKER  STREET,429,
Chase,DOUGLAS,04191962,0,1,57,100,21486,8602 MCKINNON  ST,325,
Rose,ARAGON,10291946,0,1,77,200,37202,2348 NORRIS  STREET,329,
Amir,GUILLEN,09171976,0,1,59,132,28995,6640 OLYMPIC  ST,238,
Aaron,WAITE,10051945,0,4,,126,30214,5403 LANSDOWNE  STREET,326,
Kelvin,FREE,10041947,0,2,68,176,39473,5396 CLAIREMONT  STREET,386,
Ethan,REECE,10221983,0,4,59,112,31791,2193 VILLAGE  ST,499,
Ivan,TOLLIVER,07221982,0,1,,153,39990,1087 CLARION  ST,435,
Lacey,ADDISON,09291968,0,3,,177,33876,9651 HORIERIC  STREET,377,
Armando,FITZGERALD,03161952,0,4,55,106,37734,2708 LOCKWOOD  STREET,386,
Dante,FAUST,03251976,0,1,56,106,23869,6467 DOUGHERTY  ST,249,
Zoe,HERRERA,05091980,0,2,70,175,33924,4304 CONWAY  STREET,251,
Eli,BOX,11291951,0,3,63,96,25337,5984 HORIERIC  ST,423,
Simon,MCWILLIAMS,08231968,0,3,,134,28771,3614 DEARBORN  STREET,230,
Bridget,LEGGETT,12171946,0,4,63,156,25436,7670 FOWLER  ST,128,
Anthony,WEEMS,04301940,0,3,71,151,35661,8214 OLDFIELD  ST,491,
Kaylin,FOSTER,04081964,0,4,68,139,34018,1442 GARDEN  STREET,259,
Francesca,BOWEN,10261958,0,4,69,150,27578,855 ROCKLAND  ST,287,
Trinity,KEITH,07101961,0,1,,169,34955,8907 LIVINGSTON  STREET,244,
Lexi,PICKERING,08031949,0,1,,149,34898,8093 ROYAL PATH  STREET,422,
Marco,BUCHANAN,03221960,0,3,75,143,32073,9815 AVERY  ST,179,
Genesis,TAPIA,12201964,0,3,67,,20778,240 HERTFORD  ST,353,
Isiah,LOYD,12291955,0,2,,115,37241,1587 MADISON  ST,178,
Ricardo,GILLIAM,02141947,0,4,74,154,32838,1242 GLENDALE  STREET,464,
Terrance,CALLAHAN,12151970,0,1,63,132,26290,9209 PARKWOOD  ST,137,
Santiago,COLLIER,08271985,0,1,57,121,27771,6000 SENECA  ST,444,
Serenity,HOLMES,03151980,0,3,76,163,28429,9685 KIRK CROSSING  STREET,245,
Gerardo,SULLIVAN,09231977,0,4,57,141,32513,7432 MIMOSA  STREET,450,
Hannah,BOLES,05311982,0,4,67,130,33580,3612 NORRIS  ST,308,
Aidan,STARKS,03291979,0,1,55,,20724,1832 MAPLE  ST,224,
Emanuel,SHELLEY,07091965,0,2,77,175,38006,4488 BROWER  STREET,391,
Keith,DELANEY,05311944,0,2,,,31535,9232 GARLAND  ST,365,
Nancy,PEDERSON,03031970,0,,74,,36255,2404 POPLAR  STREET,436,
Eduardo,COLBY,03131944,0,1,71,133,,,468,
Noe,BLACK,02021978,0,2,,119,20304,4081 DREXEL  ST,251,
Alexander,POWELL,03301964,0,3,67,,29735,6283 LAREDO  ST,149,
Tyson,GRANGER,08061945,0,4,60,90,32378,7145 BARRY  STREET,293,
Alivia,LEE,04141953,0,2,76,160,36103,7794 FRANKLIN  STREET,114,
Jayden,LEWIS,03061953,0,,74,174,38777,8357 MCKOY  STREET,424,
Jonah,CHAPA,11121967,0,2,66,128,28841,3186 GROVEMONT  STREET,186,
Dennis,MOULTON,08011979,0,3,63,110,33137,7197 LUCERNE  STREET,427,
Tanner,HAWK,10301943,0,2,58,,25195,4534 MOUNTAIN VIEW  STREET,445,
Ryan,CASTLE,09271959,0,1,55,101,33160,483 WOODBURY  STREET,328,
Jaden,FRASER,06031976,0,1,79,134,34951,348 COURT  STREET,219,
Hunter,LOGAN,10071954,0,,64,149,23808,9455 NELSON FERRY  ST,357,
Mackenzie,JACOBSEN,04031971,0,4,59,,27002,4091 MICHIGAN  STREET,416,
Conner,SEWELL,04271953,0,4,71,129,30426,4895 PHARR  ST,331,
Ryan,VILLARREAL,12191941,0,4,71,156,25408,7544 DYSON  ST,302,
Micheal,HAMMONS,03161949,0,2,57,131,32629,5700 MCCLEAN  ST,276,
Kira,RICH,05021956,0,1,60,,33757,8267 COURT  STREET,494,
Gerardo,MCMILLAN,09201945,0,3,69,,20621,2209 MCCLEAN  ST,376,
Evan,CHRISTOPHER,12141983,0,4,66,175,39665,4008 CANDLER GROVE  STREET,175,
Kyleigh,BENITEZ,09141944,0,2,,,20315,4739 CREEKWOOD  ST,452,
Kassidy,BAUGHMAN,09241947,0,1,63,,26787,1460 WILLOW  ST,334,
Victor,CALDERON,02061955,0,4,79,170,31787,9575 DAVIS  STREET,420,
Jacob,WILDER,02141982,0,2,73,,26222,5269 GARDEN  ST,442,
Grayson,CALHOUN,07221942,0,1,67,148,25769,5162 ADAIR  STREET,217,
Franklin,WILSON,10291980,0,4,71,,38807,535 KINGS  ST,117,
Kathryn,ROBINSON,01181981,0,2,72,,31680,4064 PINECREST  ST,361,
Erin,SEWARD,08281962,0,4,59,125,20851,7325 DURAND FALLS  STREET,111,
Hannah,ELDER,01011951,0,3,58,121,32990,8557 MANOR  STREET,376,
Amelia,REA,06131970,0,3,64,,39906,6088 KIRK CROSSING  STREET,321,
Miles,HOSKINS,07271969,0,1,74,202,35823,1430 COLLEGE  ST,435,
Brodie,BUTLER,05091954,0,4,68,136,36951,6533 LANDOVER  STREET,349,
Kimberly,SMALLWOOD,03121950,0,2,75,166,22923,456 TRINITY  STREET,216,
Miley,BATTS,01181984,0,1,69,,28859,9908 PINEVIEW  STREET,259,
Vanessa,CAIN,07161974,0,,76,198,32815,824 CHARLESTON OAKS  ST,172,
Maddison,KLINE,08101958,0,3,69,157,29226,4510 CHESTER  STREET,188,
Elise,PHILLIPS,08101950,0,4,55,125,39716,1633 OAKHURST  STREET,379,
Ruth,WILKERSON,05311944,0,1,64,136,36402,6239 CLARION  STREET,417,
Caitlyn,DRUMMOND,02151965,0,4,,107,28258,6288 DURAND  STREET,434,
Kirsten,DALEY,07141969,0,2,74,,30425,4982 ROYAL PATH  STREET,145,
Ismael,ROSE,04251979,0,4,73,174,33452,9862 VILLA  STREET,308,
Alivia,NUNEZ,01231949,0,4,,111,24582,5535 CHIEF MATTHEWS  STREET,166,
Kristian,ECKERT,04251954,0,4,77,,22600,3229 SWANTON HILL  ST,108,
Naomi,SPURLOCK,09071941,0,2,,178,34749,3116 HERTFORD  STREET,453,
Natalia,LOZANO,02111952,0,4,64,143,21522,9149 DERRYDOWN  ST,491,
Nicolas,JENSEN,03191969,0,4,55,123,36895,7825 CALLAWAY BUILDING  STREET,154,
Chase,WREN,08041960,0,2,60,123,36032,2813 MONTICELLO  ST,410,
Rylie,BONE,06011964,0,3,72,,32285,2166 BREENS  ST,375,
Meredith,AYALA,03301955,0,3,,102,33384,4928 MIMOSA  ST,181,
Aileen,PICKENS,08091964,0,2,62,106,20661,6673 EVANS  ST,426,
Delilah,PLUMMER,11231942,0,,67,140,39498,3070 LAMONT  STREET,218,
Manuel,COCHRAN,02181974,0,3,56,,34780,5713 HUNTER  STREET,368,
Wyatt,ELLER,10181980,0,3,71,,29395,4528 CONWAY  ST,211,
Dorian,CHOATE,03221964,0,1,,201,34205,437 LANSDOWNE  ST,476,
Dominick,DYER,02141948,0,1,71,134,34334,2374 GLENLAKE COMMONS  ST,485,
Bianca,DODSON,10191950,0,3,79,157,22196,7590 CALLAWAY  STREET,338,
Makenzie,CHIN,12311965,0,3,63,174,37938,366 RENFROE  ST,259,
Louis,IVY,03101960,0,3,64,,33917,489 CHARLESTON OAKS  STREET,251,
Harrison,VIDAL,06281973,0,2,,90,31866,3527 PENSDALE  STREET,395,
Raquel,MAHER,01211958,0,2,,143,27159,6779 3RD  ST,249,
Jenna,BLOUNT,02231965,0,3,77,179,36101,6705 SCOTT  ST,220,
Deandre,OCONNELL,10011975,0,1,64,128,20617,2878 5TH  STREET,431,
Leila,GENTRY,04021958,0,4,,150,30531,4459 DRIFTWOOD  ST,135,
Willow,SILVA,06211963,0,1,73,156,38445,314 THOMAS  STREET,152,
Elias,DOWNS,08241965,0,3,,123,36635,2049 DYSON  ST,457,
Aldo,ACKER,07131953,0,4,57,104,28104,1509 TALLEY  STREET,153,
Taylor,CARMICHAEL,10131947,0,3,64,107,35686,7801 GARLAND  STREET,191,
Hector,BARON,01041954,0,1,56,123,33769,744 GLENN  ST,236,
Lillian,BYRD,09171945,0,1,71,130,31833,6707 RIO  STREET,274,
Jeffery,LONDON,06131965,0,2,71,144,29721,3601 GREEN  ST,369,
Marcus,MALLOY,06231940,0,2,56,124,30637,428 OLYMPIC  ST,400,
Jay,NICKERSON,07231969,0,3,,162,36876,8104 EVANS  ST,314,
Erica,ROMERO,03011970,0,1,67,147,20760,7716 HUNTER  ST,389,
Peyton,BRADY,06231961,0,1,61,117,23560,6975 PARKSIDE  ST,193,
Mariah,RAPP,12111941,0,3,59,119,35505,8559 GREYLOCK  STREET,400,
William,DUDLEY,05251964,0,2,,95,38272,231 RIDLEY HOWARD  STREET,486,
Anna,KIRK,01011943,0,2,58,,36622,3643 NEW  STREET,206,
Mackenzie,HIDALGO,01131962,0,1,,,36371,6062 HIGH GATE  STREET,200,
Esther,BURTON,04281982,0,2,75,173,25275,9181 2ND  ST,444,
Lance,LAMBERT,01221971,0,3,55,,31814,7801 MEAD  STREET,214,
Jay,NIELSEN,03111948,0,4,,147,30222,8472 ASHFIELD  ST,373,
Maxwell,BURRELL,12301974,0,3,65,141,28766,2231 HEATON PARK  STREET,352,
Leslie,BUFORD,03051982,0,1,,99,22866,5796 MAXWELL  ST,207,
Lilly,HOPKINS,07101947,0,3,61,85,29419,4813 OAKVIEW  ST,437,
Miranda,WOODY,10121956,0,2,74,169,35995,567 FAYETTEVILLE  ST,148,
Joselyn,GILLEY,09021964,0,2,60,,29635,6835 OLYMPIC  ST,217,
Sergio,SEWARD,11111943,0,4,63,101,34682,6728 HAROLD BYRD  ST,369,
Miguel,COOPER,05111969,0,4,72,155,34836,9932 OAK  ST,293,
Presley,GREENFIELD,08291973,0,3,66,168,23711,3771 NEW  ST,336,
Victor,CHASE,02261969,0,2,78,129,33173,8487 CHEWNING  ST,359,
Colton,HARRISON,04161944,0,4,,149,38149,400 NEW  STREET,151,
Christopher,COWART,09101940,0,1,77,155,25137,8742 PHARR  ST,202,
Jaden,LINDER,02091975,0,3,74,127,20905,8595 HOWARD  ST,378,
Hudson,NEELY,06121973,0,3,67,,39370,1912 WILBURN  STREET,112,
Ismael,GRAHAM,11161952,0,4,76,167,24490,4347 HOWARD  STREET,256,
Jacqueline,COTTON,08211964,0,4,67,140,37869,9650 DOUGHERTY  ST,437,
Leslie,COLLAZO,10041968,0,2,,,22207,386 DREXEL  ST,184,
Avery,HOLLIDAY,06111965,0,3,67,135,24860,2929 JEFFERSON SQUARE  ST,207,
Sage,MAULDIN,09091954,0,4,,134,33660,5605 VILLA  ST,429,
Felix,FINK,03301970,0,1,57,116,21572,1066 ASHBURY HEIGHTS  ST,393,
Michaela,GARVIN,03051940,0,3,,161,25917,6831 FAIRVIEW  ST,472,
Keegan,WHITEHEAD,01301969,0,2,,,30504,2055 MOUNTAIN VIEW  STREET,398,
Marcus,WILLS,11111954,0,1,,112,24692,6950 OLYMPIC  STREET,251,
Cadence,MCGOVERN,04301941,0,1,64,,28926,2516 WOODBURY  STREET,496,
Mauricio,BAER,11181962,0,4,79,,29657,3792 APPIAN  ST,306,
Cash,NELSON,11051963,0,4,71,143,21313,5691 LUCERNE  STREET,224,
Brennan,DODGE,07161982,0,3,55,123,21479,5679 KATHRYN  ST,478,
Enrique,WHITT,06281959,0,4,59,121,26759,911 ROBIN  ST,364,
Patricia,JAMES,11191940,0,2,67,,25180,7380 DALEROSE  STREET,186,
Ernesto,NORWOOD,12081948,0,2,67,123,32719,3693 SPRING  ST,148,
Isaiah,LADD,11261944,0,1,62,121,30221,3421 SPRING  ST,118,
Nelson,REYNA,11121953,0,1,57,,,,121,
Hanna,HENDRIX,08171942,0,4,68,,39118,6456 WINN  STREET,255,
Braylon,SINGH,09221977,0,1,55,108,36852,3018 BROWN  ST,301,
Axel,GOLDMAN,07211943,0,2,67,112,34057,7190 1ST  STREET,425,
Jeremy,BACON,04151940,0,4,73,131,20750,8009 APPIAN  STREET,224,
Julian,LIN,09061948,0,4,,164,21225,6357 CANDLER POINTE  ST,103,
Franklin,EARL,09241967,0,3,77,177,33625,3022 PONCE DE LEON  ST,229,
Carolina,MCGOVERN,03081965,0,2,73,162,29562,1192 WOODLAND  ST,211,
Cadence,SHOCKLEY,08241972,0,1,75,151,26524,5768 PARK  STREET,485,
Landyn,CARY,10221966,0,3,,105,38967,6437 BUCHER  STREET,467,
Kaelyn,CRISP,01081942,0,4,57,,20956,6832 WOODHAVEN  STREET,255,
Laila,THURMAN,11071945,0,1,68,131,33786,692 ASHFIELD  STREET,259,
Angel,TROUT,02141970,0,1,64,132,21821,8213 FENWAY  STREET,403,
Bailey,NIETO,02101983,0,3,61,92,27274,6684 POPE  ST,262,
Hanna,FITCH,05101959,0,4,65,148,29721,6106 BREENS  ST,191,
Ruben,ELIAS,11151958,0,3,61,,29999,7938 SAMS  STREET,269,
Talon,ROMO,09231948,0,1,74,142,35331,8822 HEATHERDOWN  STREET,451,
Mallory,LIND,10071943,0,3,,154,35470,9360 HIBERNIA  ST,322,
Cody,BURCH,10111949,0,4,71,,31911,8320 JOHNSON  ST,460,
Kylee,SPEER,08201945,0,4,76,167,33525,5981 CREEKWOOD  STREET,248,
Marissa,DALTON,10181955,0,1,70,172,35041,1484 RIO  ST,310,
Jayden,CLINTON,07281977,0,3,,118,23739,5120 INMAN  ST,102,
Amya,BARBEE,07161972,0,3,73,156,37727,2759 IRVIN  STREET,492,
Heather,ELDER,07281951,0,3,56,98,32797,2103 RIDLEY  ST,289,
Oliver,DAILEY,08261954,0,1,79,171,36511,522 INMAN  ST,387,
Walker,SEAMAN,05101957,0,4,77,158,28732,8536 VILLA  ST,122,
Viviana,FINCH,10131970,0,1,58,,37794,2768 CHARLESGATE  ST,465,
Rafael,MORELAND,03231957,0,2,59,132,20183,3246 REGENCY PATH  ST,227,
Cameron,CUMMINS,05271982,0,4,62,132,34074,1541 CANDLER  ST,152,
Cody,WELDON,06151955,0,1,76,144,26729,3293 GREEN  ST,488,
Shayla,LIM,08161983,0,4,60,131,20213,5299 RIDGELAND  STREET,378,
Ronald,JUNG,12101965,0,4,61,122,26936,323 INMAN  STREET,117,
Gabriella,GRIFFIN,03081968,0,2,62,145,24146,8371 SYCAMORE RIDGE  ST,190,
Edgar,BRUNSON,06111942,0,3,70,170,37969,1379 KIRK CROSSING  STREET,220,
